ID,prompt,model,repeat,status,error,premise,hypothesis,raw_KB,lemmatized_KB,changed_argument_occurrences,unchanged_argument_occurrences,absent_argument_occurrences,ambiguous_argument_occurrences,empty_argument_occurrences,mapping_details_json
3471514734.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,A small girl in a blue shirt with a posy pattern brushes her teeth with a red and yellow toothbrush.,The girl is cleaning her teeth with a colorful toothbrush,"isa_wn(small girl, girl); isa_wn(blue shirt, shirt); isa_wn(posy pattern, pattern); isa_wn(brushes, cleaning); isa_wn(red and yellow, colorful)","[[""blue shirt"",""shirt""],[""brush"",""clean""],[""posy pattern"",""pattern""],[""red and yellow"",""colorful""],[""small girl"",""girl""]]",2,8,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""blue shirt"",""lemma"":""blue shirt"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""blue shirt"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""shirt"",""lemma"":""shirt"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""shirt"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""brushes"",""lemma"":""brush"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""brushes"",""pos_tags"":[""VBZ""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""cleaning"",""lemma"":""clean"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""cleaning"",""pos_tags"":[""VBG""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""posy pattern"",""lemma"":""posy pattern"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""posy pattern"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""pattern"",""lemma"":""pattern"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""pattern"",""pos_tags"":[""NN""]}]},{""relation_index"":4,""argument_index"":1,""argument"":""red and yellow"",""lemma"":""red and yellow"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""red and yellow"",""pos_tags"":[""JJ"",""CC"",""JJ""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""colorful"",""lemma"":""colorful"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""colorful"",""pos_tags"":[""JJ""]}]},{""relation_index"":5,""argument_index"":1,""argument"":""small girl"",""lemma"":""small girl"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""small girl"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":5,""argument_index"":2,""argument"":""girl"",""lemma"":""girl"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""girl"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""girl"",""pos_tags"":[""NN""]}]}]"
347186933.jpg#2r1e,lasha,google/gemma-3-4b-it,3,valid,,A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.,"isa_wn(dangles, hanging); isa_wn(blue fabric, fabric); isa_wn(connected to, attached to); isa_wn(tree, tree)","[[""blue fabric"",""fabric""],[""connect to"",""attached to""],[""dangle"",""hang""],[""tree"",""tree""]]",3,4,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""blue fabric"",""lemma"":""blue fabric"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""blue fabric"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""fabric"",""lemma"":""fabric"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""fabric"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""connected to"",""lemma"":""connect to"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""connected to"",""pos_tags"":[""VBN"",""TO""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""attached to"",""lemma"":""attached to"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":1,""argument"":""dangles"",""lemma"":""dangle"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""dangles"",""pos_tags"":[""VBZ""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""hanging"",""lemma"":""hang"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""hanging"",""pos_tags"":[""VBG""]}]},{""relation_index"":4,""argument_index"":1,""argument"":""tree"",""lemma"":""tree"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""tree"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""tree"",""pos_tags"":[""NN""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""tree"",""lemma"":""tree"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""tree"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""tree"",""pos_tags"":[""NN""]}]}]"
3479245321.jpg#4r1e,lasha,google/gemma-3-4b-it,3,valid,,Concentration campsite.,A concentration camp.,"isa_wn(concentration campsite, concentration camp)","[[""concentration campsite"",""concentration camp""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""concentration campsite"",""lemma"":""concentration campsite"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""Concentration campsite"",""pos_tags"":[""NNP"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""concentration camp"",""lemma"":""concentration camp"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""concentration camp"",""pos_tags"":[""NN"",""NN""]}]}]"
3486059684.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.,"isa_wn(restaurant employee, service worker); isa_wn(preparing sandwiches, making food); isa_wn(highly decorated, nice)","[[""highly decorate"",""nice""],[""prepare sandwich"",""make food""],[""restaurant employee"",""service worker""]]",3,3,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""highly decorated"",""lemma"":""highly decorate"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""highly decorated"",""pos_tags"":[""RB"",""VBN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""nice"",""lemma"":""nice"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""nice"",""pos_tags"":[""JJ""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""preparing sandwiches"",""lemma"":""prepare sandwich"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""preparing sandwiches"",""pos_tags"":[""VBG"",""NNS""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""making food"",""lemma"":""make food"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""making food"",""pos_tags"":[""VBG"",""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""restaurant employee"",""lemma"":""restaurant employee"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""restaurant employee"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""service worker"",""lemma"":""service worker"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""service worker"",""pos_tags"":[""NN"",""NN""]}]}]"
3500136982.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,A line of rollerbladers crouch down aerodynamically,A group of rollerbladers are crouching.,"isa_wn(rollerblader, person); isa_wn(crouch down, crouch)","[[""crouch down"",""crouch""],[""rollerblader"",""person""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""crouch down"",""lemma"":""crouch down"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""crouch down"",""pos_tags"":[""VBP"",""RP""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""crouch"",""lemma"":""crouch"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""crouch"",""pos_tags"":[""VBP""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""rollerblader"",""lemma"":""rollerblader"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""absent"",""POS_evidence"":[]}]"
3515378674.jpg#2r1e,lasha,google/gemma-3-4b-it,3,valid,,An older man indulging in a bottle of amber liquid.,An old man is drinking some amber liquid from a bottle.,"isa_wn(older man, old man); isa_wn(indulging, drinking); isa_wn(amber liquid, liquid)","[[""amber liquid"",""liquid""],[""indulge"",""drink""],[""old man"",""old man""]]",3,2,0,1,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""amber liquid"",""lemma"":""amber liquid"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""amber liquid"",""pos_tags"":[""JJ"",""NN""]},{""sentence"":""hypothesis"",""span"":""amber liquid"",""pos_tags"":[""VBP"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""liquid"",""lemma"":""liquid"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""liquid"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""liquid"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""indulging"",""lemma"":""indulge"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""indulging"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""drinking"",""lemma"":""drink"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""drinking"",""pos_tags"":[""VBG""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""older man"",""lemma"":""old man"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""older man"",""pos_tags"":[""JJR"",""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""old man"",""lemma"":""old man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""old man"",""pos_tags"":[""JJ"",""NN""]}]}]"
3518365400.jpg#3r1e,lasha,google/gemma-3-4b-it,3,valid,,A young girl throws sand toward the ocean.,The girl is tossing sand into the ocean,"isa_wn(throws, toss); isa_wn(sand, sand); isa_wn(ocean, sea)","[[""ocean"",""sea""],[""sand"",""sand""],[""throw"",""toss""]]",1,1,2,2,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""ocean"",""lemma"":""ocean"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""ocean"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""ocean"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""sea"",""lemma"":""sea"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""sand"",""lemma"":""sand"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sand"",""pos_tags"":[""VBP""]},{""sentence"":""hypothesis"",""span"":""sand"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""sand"",""lemma"":""sand"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sand"",""pos_tags"":[""VBP""]},{""sentence"":""hypothesis"",""span"":""sand"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""throws"",""lemma"":""throw"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""throws"",""pos_tags"":[""NNS""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""toss"",""lemma"":""toss"",""decision"":""absent"",""POS_evidence"":[]}]"
3523115345.jpg#4r1e,lasha,google/gemma-3-4b-it,3,valid,,A female researcher videotaping a specimen.,A female is recording her research. `,"isa_wn(researcher, person); isa_wn(videotaping, recording)","[[""researcher"",""person""],[""videotape"",""record""]]",2,1,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""researcher"",""lemma"":""researcher"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""researcher"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""videotaping"",""lemma"":""videotape"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""videotaping"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""recording"",""lemma"":""record"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""recording"",""pos_tags"":[""VBG""]}]}]"
3552435734.jpg#2r1e,lasha,google/gemma-3-4b-it,3,valid,,The black dog is running through water.,The dog with the black fur gets wet running in water.,"isa_wn(black dog, dog with black fur); isa_wn(running, get wet); isa_wn(water, running in water)","[[""black dog"",""dog with black fur""],[""running"",""get wet""],[""water"",""running in water""]]",0,3,2,1,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""black dog"",""lemma"":""black dog"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""black dog"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""dog with black fur"",""lemma"":""dog with black fur"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""running"",""lemma"":""running"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""running"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""running"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""get wet"",""lemma"":""get wet"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":1,""argument"":""water"",""lemma"":""water"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""water"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""water"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""running in water"",""lemma"":""running in water"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""running in water"",""pos_tags"":[""NN"",""IN"",""NN""]}]}]"
3562169000.jpg#0r1e,lasha,google/gemma-3-4b-it,3,valid,,A blue race car slides off the racetrack and hits white median bumpers with its rear.,The automobile lost control and hit something.,"isa_wn(race car, automobile); isa_wn(slide, lose control); isa_wn(hit, impact)","[[""hit"",""impact""],[""race car"",""automobile""],[""slide"",""lose control""]]",0,3,3,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""hit"",""lemma"":""hit"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""hit"",""pos_tags"":[""VBD""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""impact"",""lemma"":""impact"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""race car"",""lemma"":""race car"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""race car"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""automobile"",""lemma"":""automobile"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""automobile"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""slide"",""lemma"":""slide"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":2,""argument"":""lose control"",""lemma"":""lose control"",""decision"":""absent"",""POS_evidence"":[]}]"
3584860179.jpg#1r1e,lasha,google/gemma-3-4b-it,3,valid,,An old man is sitting in a chair outside a colorfully painted building.,Elderly man is sitting on a chair in outside of a building,"isa_wn(old man, elderly man); isa_wn(sitting, sit); isa_wn(chair, seat); isa_wn(outside, outside of)","[[""chair"",""seat""],[""old man"",""elderly man""],[""outside"",""outside of""],[""sit"",""sit""]]",1,4,2,1,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""chair"",""lemma"":""chair"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""chair"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""chair"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""seat"",""lemma"":""seat"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""old man"",""lemma"":""old man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""old man"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""elderly man"",""lemma"":""elderly man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""Elderly man"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":3,""argument_index"":1,""argument"":""outside"",""lemma"":""outside"",""decision"":""ambiguous"",""POS_evidence"":[{""sentence"":""premise"",""span"":""outside"",""pos_tags"":[""IN""]},{""sentence"":""hypothesis"",""span"":""outside"",""pos_tags"":[""NN""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""outside of"",""lemma"":""outside of"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""outside of"",""pos_tags"":[""NN"",""IN""]}]},{""relation_index"":4,""argument_index"":1,""argument"":""sitting"",""lemma"":""sit"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sitting"",""pos_tags"":[""VBG""]},{""sentence"":""hypothesis"",""span"":""sitting"",""pos_tags"":[""VBG""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""sit"",""lemma"":""sit"",""decision"":""absent"",""POS_evidence"":[]}]"
